"ISIR_Field","Discrepancy_Evaluation_Script","Additional_Doc_Req_Script","Required_Documents_Script","Aid_Year","Additional_Doc_Req_Msg","Manual_Discrepancy_Clear_Req","Description"
"STUDENTSCHILDSUPPORTRECEIVED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSCOMBATPAY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSCOOPERATIVEEDUCATION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSCURRENTSOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSEDUCATIONALCREDITS","isir/discrepancy/2018/STUDENTSEDUCATIONALCREDITS/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSGRANTSCHOLARSHIPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSINTERESTINCOME","isir/discrepancy/2018/STUDENTSINTERESTINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSINVESTMENTNETWORTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSIRAPAYMENTS","isir/discrepancy/2018/STUDENTSIRAPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSIRSREQUESTFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSMILITARYCLERGYALLOWANCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSNEEDBASEDEMPLOYMENT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSNUMBERINCOLLEGE","isir/discrepancy/2018/STUDENTSNUMBERINCOLLEGE/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSNUMBEROFFAMILYMEMBERS","isir/discrepancy/2018/STUDENTSNUMBEROFFAMILYMEMBERS/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSOTHERNONREPORTEDMONEY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSOTHERUNTAXEDINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSPENSIONPAYMENTS","isir/discrepancy/2021/STUDENTSPENSIONPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSPOUSEDISLOCATEDWORKER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSSN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSTAXRETURNCOMPLETED","isir/discrepancy/2018/STUDENTSTAXRETURNCOMPLETED/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSTAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSTAXRETURNFILINGSTATUS/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSTYPEOFTAXFORMUSED","isir/discrepancy/2021/STUDENTSTYPEOFTAXFORMUSED/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSUNTAXEDIRADISTANDPENSIONS","isir/discrepancy/2021/STUDENTSUNTAXEDIRADISTANDPENSIONS/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSUSINCOMETAXPAID","isir/discrepancy/2018/STUDENTSUSINCOMETAXPAID/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTSVETERANSNONEDUCATIONBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTTANFBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUDENTWICBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"STUNDENTSLEGALRESIDENCEBEFORE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"TRANSACTIONDATASOURCETYPECODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"TRANSACTIONNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"TRANSACTIONRECEIPTDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"VETERANOFUSARMEDFORCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"WORKINGONAMASTERSORDOCTORATEPROGRAM","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2023-2024","","false","Insert a description here"
"FLAGS_PARENTADJUSTEDGROSSINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTCHILDSUPPORTRECEIVED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTCITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTCOLLEGEGRANTANDSCHOLARSHIPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTCONSENTTORETRIEVEANDDISCLOSEFTI","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTCOUNTRY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTDATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTDEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTEARNEDINCOMETAXCREDITRECEIVEDDURINGTAXYEAR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTEDUCATIONCREDITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTEMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTFILED1040OR1040NR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTFILEDJOINTRETURNWITHCURRENTSPOUSE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTFILEDNONUSTAXRETURN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTFILEDSCHEDULEABDEFORH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTFIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTFOREIGNEARNEDINCOMEEXCLUSION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTINCOMETAXPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTIRAROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTITIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTLASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTLEGALRESIDENCEDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTMARITALSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTMIDDLENAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTNETWORTHOFBUSINESSESINVESTMENTFARMS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTNETWORTHOFCURRENTINVESTMENTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTNONEOFTHEABOVEFEDERALBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTNUMBERINCOLLEGE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTPENSIONROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTPHONENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDEITC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDFEDERALHOUSINGASSISTANCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDFREEREDUCEDPRICELUNCH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDMEDICAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDREFUNDABLECREDITFOR36BHEALTHPLAN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDSNAP","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDSUPPLEMENTALSECURITYINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDTANF","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTRECEIVEDWIC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSCHEDULECAMOUNT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSIGNATUREDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEADJUSTEDGROSSINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSECITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSECONSENTTORETRIEVEANDDISCLOSEFTI","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSECOUNTRY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEDATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEDEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEEDUCATIONCREDITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEEMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEFILED1040OR1040NR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEFILEDNONUSTAXRETURN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEFILEDSCHEDULEABDEFORH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEFIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEFOREIGNEARNEDINCOMEEXCLUSION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEINCOMETAXPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEIRAROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEITIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSELASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEMIDDLENAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEPENSIONROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEPHONENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSESCHEDULECAMOUNT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSESIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSESIGNATUREDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSESOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSESTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSESTREETADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSESUFFIX","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSETAXEXEMPTINTERESTINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSETAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEUNTAXEDPORTIONSOFIRADISTRIBUTIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEUNTAXEDPORTIONSOFPENSIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSPOUSEZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSTATEOFLEGALRESIDENCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSTREETADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTSUFFIX","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTTAXEXEMPTINTERESTINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTTAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTTOTALOFCASHSAVINGSANDCHECKINGACCOUNTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTUNTAXEDPORTIONSOFIRADISTRIBUTIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTUNTAXEDPORTIONSOFPENSIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTUPDATEDFAMILYSIZE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_PARENTZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEADJUSTEDGROSSINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSECITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSECONSENTTORETRIEVEANDDISCLOSEFTI","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSECOUNTRY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEDATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEDEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEEDUCATIONCREDITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEEMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEFILED1040OR1040NR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEFILEDNONUSTAXRETURN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEFILEDSCHEDULEABDEFORH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEFIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEFOREIGNEARNEDINCOMEEXCLUSION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEINCOMETAXPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
