"Document_Name","Document_Code","Active_Document_Dates","Document_Type","Requires_Approval","Requires_Additional_Approval","Security","Days_Until_Document_Reminder_Sent_After_Original_Request","Student_Notification_Message_Content","Request_At_Will","Document_Owner_Logic","FA_Acceptance","Unsolicited_Process_Manual_Review","Verification_Reporting_Flag","NFR_Doc_Queue_Task","Document_Follow_up_Request_Message","Document_Cancellation_Script","Prev_Doc_Code","Hide_In_Self_Service_UI","No_Doc_Image"
"1099G","1099G","2024-2025","Other","false","false","LOW","14","Your 2022 1099-G is required to complete your financial aid verification process. Form 1099-G is requested to report unemployment compensation as well as any state or local income tax refunds you received that year.","true","","return true;","true","","false","Overdue 1099G","","","",""
"Foreign Tax Transcript","ForeignTaxTranscript","2024-2025","Other","false","false","LOW","14","Your 2022 tax return is required to complete your financial aid verification process. A tax return transcript should be requested from the IRS, which shows most line items from your tax return (Form 1040, 1040A, or 1040EZ) as it was originally filed, including any accompanying forms and schedules. It does not reflect any changes you, your representative, or the IRS made after the return was filed.","true","","return true;","true","","false","Overdue Foreign Tax Transcript","","","",""
"High School Diploma Equivalency Statement","HighSchoolStatement","2024-2025","Other","true","false","LOW","14","Your high school diploma equivalency statement is required to complete your financial aid verification process. A high school diploma equivalency statement should be used to verify secondary education if other document types are not available due to COVID 19.","true","","return true;","true","","false","Overdue High School Diploma Equivalency Statement","","","",""
"Housing Status Declaration","Housing","2024-2025","Other","false","false","LOW","14","Your housing status declaration is required to update your Financial Aid Cost of Attendance to align with your housing plans.","true","","return true;","true","","false","Overdue Housing Status Declaration","","","","true"
"IRS Tax Extension Approval","IRSExtensionApproval","2024-2025","Other","false","false","LOW","14","Your 2022 extension approval form is required to complete your financial aid verification process. This form is used to verify the IRS's approval of an extension beyond the automatic six-month extension for the appropriate tax year.","true","","return true;","true","","false","Overdue IRS Tax Extension Approval","","","",""
"IRS Tax Extension Form 4868","IRSForm4868","2024-2025","Other","false","false","LOW","14","Your 2022 extension form is required to complete your financial aid verification process. IRS Extension Form 4868 is used for taxpayers who are not able to file their federal individual income tax return by the due date, and are not able to get an automatic 6-month extension of time to file.","true","","return true;","true","","false","Overdue IRS Tax Extension Form 4868","","","",""
"Non-filing Statement","NonFilingStatement","2024-2025","Other","true","false","LOW","14","Your non-filing statement is required to complete your financial aid verification process. A Verification of Non-filing (VNF) should be requested from the IRS stating that you have not filed an IRS income tax return for the requested tax year.If you are not able to obtain a VNF from the IRS or relevant tax authority, you may submit a statement certifying your attempt.If you are a dependent student, you can provide a statement certifying your non filing status, and are not required to request a VNF from the IRS or relevant tax authority.","true","","return true;","true","","false","Overdue Non-filing Statement","","","",""
"Professional Judgement Application","PJApp","2024-2025","Other","true","false","LOW","14","A professional judgment application may be requested to allow a financial aid administrator to review your unique situation and adjust the cost of attendance or data in the FAFSA used to calculate your SAI.","true","","return true;","true","","false","Overdue Professional Judgement Application","","","",""
"PJ Provisional ISIR Status","PJProvisional","2024-2025","Other","true","false","LOW","14","Your ISIR was received with a Provisional SAI. A Professional Judgment is required to complete your financial aid process.","true","","return true;","true","","false","Overdue PJ Provisional ISIR Status","","","",""
"Rollover Statement","RolloverStatement","2024-2025","Other","false","false","LOW","14","Your 2022 statement is required to complete your financial aid verification process. Your FAFSA indicates that an IRS rollover was reported on your federal tax return for the specified tax year. Please confirm the amount of the IRS-authorized rollover amount reported on the return. For your reference, a rollover is described as the following: Untaxed portions of IRA distributions and portions are reported as lines 4a minus 4b on the 1040. Sometimes, these amounts are ""rolled over"" into another qualified IRA, pension, or annuity plan, so these rollover amounts are not actually received as untaxed income. The rollover amount is verified and subtracted from the untaxed IRA distribution amount or untaxed pension and annuity distribution amount, as applicable. The rollover amount cannot be a negative number.","true","","return true;","true","","false","Overdue Rollover Statement","","","",""
"SAP Appeals Request","SAPAppealRequest","2024-2025","Other","true","false","LOW","14","A sap appeal may be requested to allow a financial aid administrator to review your unique situation and adjust your recent satisfactor academic progress record for the latest period.","true","","return true;","true","","false","Overdue SAP Appeals Request","","","",""
"Self Employment Statement","SelfEmploymentStatement","2024-2025","Other","false","false","LOW","14","A 2022 self employment statement is required to complete your financial aid verification process. If self-employed, please provide a signed statement with the amounts of your AGI and U.S. income taxes paid for the tax year.","true","","return true;","true","","false","Overdue Self Employment Statement","","","",""
"Statement Of Educational Purpose - Campus","SOEP-Campus","2024-2025","Other","false","false","LOW","14","Your statement is required to complete your financial aid verification process. Your application for financial aid has been selected for verification. Verification is a process mandated by the U.S. Department of Education that requires the school to compare the information you reported on your Free Application for Federal Student Aid (FAFSA) to this document, and request additional information if necessary. Students must sign a statement of educational purpose that certifies who you are and that the federal student aid that you may receive will only be used for educational purposes and for the cost of attending the school for this aid year. Please complete the Statement of Education Purpose letter you received in person at your school and present a valid, unexpired, government-issued photo identification (ID) such as a passport or a driver's license or other state-issued ID, then submit the signed document.","true","","return true;","true","STATEMENT_OF_EDUCATIONAL_PURPOSE_CAMPUS","false","Overdue Statement Of Educational Purpose - Campus","","","",""
"Statement Of Educational Purpose - Notary","SOEP-Notary","2024-2025","Other","true","false","LOW","14","Your statement is required to complete your financial aid verification process. Your application for financial aid has been selected for verification. Verification is a process mandated by the U.S. Department of Education that requires the school to compare the information you reported on your Free Application for Federal Student Aid (FAFSA) to this document, and request additional information if necessary. Students must sign a statement of educational purpose that certifies who you are and that the federal student aid that you may receive will only be used for educational purposes and for the cost of attending the school for this aid year. Please complete the Statement of Education Purpose letter you received in person at your school and present a valid, unexpired, government-issued photo identification (ID) such as a passport or a driver's license or other state-issued ID. If you are unable to appear at your school, you must go to a notary public and sign the statement of educational purpose, then submit the signed document, including the certification stamp from the notary.","true","","return true;","true","STATEMENT_OF_EDUCATIONAL_PURPOSE_NOTARY","false","Overdue Statement Of Educational Purpose - Notary","","","",""
"Student Statement","StudentStatement","2024-2025","Other","true","false","LOW","14","A student statement is required to complete your financial aid verification process.Please provide a signed statement with information about your specific situation to be reviewed by a financial aid advisor.","true","","return true;","true","","false","Overdue Student Statement","","","",""
"Summer Application","SummerApplication","2024-2025","Other","false","false","LOW","14","Your 2024-2025 Summer Application is required to complete your financial aid award process for your Summer Term.","true","","return true;","true","","false","Overdue Summer Application","","","",""
"US Tax Return Transcript","TaxReturnTranscript","2024-2025","Other","false","false","LOW","14","Your 2022 tax return is required to complete your financial aid verification process. A tax return transcript should be requested from the IRS, which shows most line items from your tax return (Form 1040) as it was originally filed, including any accompanying forms and schedules. It does not reflect any changes you, your representative, or the IRS made after the return was filed.","true","","return true;","true","","false","Overdue US Tax Return Transcript","","","",""
"Verification Worksheet Dependent","VW-Dep","2024-2025","Other","false","false","LOW","14","Your verification worksheet is required to complete your financial aid verification process. Your application for financial aid has been selected for verification. Verification is a process mandated by the U.S. Department of Education that requires the school to compare the information you reported on your Free Application for Federal Student Aid (FAFSA) to this worksheet, and request additional information if necessary.","true","","return true;","true","","false","Overdue Verification Worksheet Dependent","","","",""
"Verification Worksheet Independent","VW-Ind","2024-2025","Other","false","false","LOW","14","Your verification worksheet is required to complete your financial aid verification process. Your application for financial aid has been selected for verification. Verification is a process mandated by the U.S. Department of Education that requires the school to compare the information you reported on your Free Application for Federal Student Aid (FAFSA) to this worksheet, and request additional information if necessary.","true","","return true;","true","","false","Overdue Verification Worksheet Independent","","","",""
"W2","W2","2024-2025","Other","false","false","LOW","14","Your 2022 W2 is required to complete your financial aid verification process. Form W-2's are provided to employees from every employer engaged in a trade or business who pays for work or a service, including noncash payments of $600 or more for the year, from whom: Income, social security, or Medicare tax was withheld. Income tax would have been withheld if the employee had claimed no more than one withholding allowance or had not claimed exemption from withholding on Form W-4, Employee's Withholding Allowance Certificate.","true","","return true;","true","","false","Overdue W2","","","",""
