"Code_Number","Aid_Year","ISIR_Field_Name"
"016","2021-2022","PARENT1LASTNAME"
"016","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"016","2021-2022","PARENT1SSNMATCHFLAG"
"016","2021-2022","PARENT2DATEOFBIRTH"
"016","2021-2022","PARENT2LASTNAME"
"016","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"016","2021-2022","PARENT2SSNMATCHFLAG"
"016","2021-2022","PARENTSMARITALSTATUS"
"017","2021-2022","PARENT1DATEOFBIRTH"
"017","2021-2022","PARENT1LASTNAME"
"017","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"017","2021-2022","PARENT1SSNMATCHFLAG"
"017","2021-2022","PARENT2LASTNAME"
"017","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"017","2021-2022","PARENT2SSNMATCHFLAG"
"017","2021-2022","PARENTSMARITALSTATUS"
"018","2021-2022","DATEOFBIRTH"
"019","2021-2022","PARENT1SSNMATCHFLAG"
"019","2021-2022","PARENT2SSNMATCHFLAG"
"019","2021-2022","PARENTSMARITALSTATUS"
"020","2021-2022","NSLDSDATABASERESULTSFLAG"
"020","2021-2022","NSLDSMATCHFLAG"
"020","2021-2022","NSLDSPELLOVERPAYFLAG"
"021","2021-2022","PARENT1SSNMATCHFLAG"
"021","2021-2022","PARENT2SSNMATCHFLAG"
"021","2021-2022","PARENTSMARITALSTATUS"
"022","2021-2022","PARENT1SSNMATCHFLAG"
"022","2021-2022","PARENT2SSNMATCHFLAG"
"022","2021-2022","PARENTSMARITALSTATUS"
"024","2021-2022","SSNMATCHFLAG"
"024","2021-2022","STUDENTSSN"
"025","2021-2022","PARENT1SSNMATCHFLAG"
"025","2021-2022","PARENT2SSNMATCHFLAG"
"025","2021-2022","PARENTSMARITALSTATUS"
"026","2021-2022","SELECTIVESERVICEMATCHFLAG"
"027","2021-2022","PARENT1SSNMATCHFLAG"
"027","2021-2022","PARENTSMARITALSTATUS"
"028","2021-2022","SELECTIVESERVICEREGISTRATIONFLAG"
"029","2021-2022","PARENT2SSNMATCHFLAG"
"029","2021-2022","PARENTSMARITALSTATUS"
"030","2021-2022","SELECTIVESERVICEMATCHFLAG"
"031","2021-2022","SELECTIVESERVICEMATCHFLAG"
"032","2021-2022","PARENTSNUMBEROFFAMILYMEMBERS"
"033","2021-2022","SELECTIVESERVICEMATCHFLAG"
"033","2021-2022","SELECTIVESERVICEREGISTRATIONFLAG"
"034","2021-2022","PARENTSNUMBERINCOLLEGE"
"035","2021-2022","PARENTSCONTRIBUTION"
"036","2021-2022","PARENTSUSINCOMETAXPAID"
"038","2021-2022","NSLDSDATABASERESULTSFLAG"
"038","2021-2022","NSLDSMATCHFLAG"
"038","2021-2022","NSLDSPELLOVERPAYFLAG"
"039","2021-2022","NSLDSDATABASERESULTSFLAG"
"039","2021-2022","NSLDSMATCHFLAG"
"039","2021-2022","NSLDSPELLOVERPAYFLAG"
"040","2021-2022","PARENT1LASTNAME"
"040","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"040","2021-2022","PARENT1SSNMATCHFLAG"
"040","2021-2022","PARENT2DATEOFBIRTH"
"040","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"040","2021-2022","PARENT2SSNMATCHFLAG"
"040","2021-2022","PARENTSMARITALSTATUS"
"041","2021-2022","NSLDSDATABASERESULTSFLAG"
"041","2021-2022","NSLDSMATCHFLAG"
"041","2021-2022","NSLDSPELLOVERPAYFLAG"
"042","2021-2022","NSLDSDATABASERESULTSFLAG"
"042","2021-2022","NSLDSMATCHFLAG"
"042","2021-2022","NSLDSPELLOVERPAYFLAG"
"043","2021-2022","NSLDSDATABASERESULTSFLAG"
"043","2021-2022","NSLDSMATCHFLAG"
"043","2021-2022","NSLDSPELLOVERPAYFLAG"
"044","2021-2022","PARENT1SSNMATCHFLAG"
"044","2021-2022","PARENT2SSNMATCHFLAG"
"044","2021-2022","PARENTSMARITALSTATUS"
"045","2021-2022","PARENTSMARITALSTATUS"
"046","2021-2022","ALIENREGISTRATIONNUMBER"
"046","2021-2022","CITIZENSHIPSTATUS"
"046","2021-2022","SECONDARYDHSMATCHFLAG"
"048","2021-2022","STUDENTSSN"
"049","2021-2022","PARENT1DATEOFBIRTH"
"049","2021-2022","PARENT1LASTNAME"
"049","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"049","2021-2022","PARENT2DATEOFBIRTH"
"049","2021-2022","PARENT2LASTNAME"
"049","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"049","2021-2022","PARENTSMARITALSTATUS"
"051","2021-2022","PARENT1SSNMATCHFLAG"
"051","2021-2022","PARENT2FIRSTNAMEINITIAL"
"051","2021-2022","PARENT2LASTNAME"
"051","2021-2022","PARENT2SSNMATCHFLAG"
"051","2021-2022","PARENTSMARITALSTATUS"
"052","2021-2022","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"053","2021-2022","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"054","2021-2022","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"056","2021-2022","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"057","2021-2022","SELECTIVESERVICEREGISTRATIONFLAG"
"058","2021-2022","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"059","2021-2022","SSNMATCHFLAG"
"060","2021-2022","SSNMATCHFLAG"
"061","2021-2022","SSNMATCHFLAG"
"062","2021-2022","DATEAPPLICATIONCOMPLETED"
"062","2021-2022","STUDENTMARITALSTATUS"
"063","2021-2022","DATEOFBIRTH"
"063","2021-2022","SSNMATCHFLAG"
"064","2021-2022","SSNMATCHFLAG"
"064","2021-2022","STUDENTFIRSTNAME"
"064","2021-2022","STUDENTLASTNAME"
"065","2021-2022","NSLDSDATABASERESULTSFLAG"
"065","2021-2022","NSLDSFRAUDLOANFLAG"
"065","2021-2022","NSLDSMATCHFLAG"
"065","2021-2022","NSLDSSEOGOVERPAYFLAG"
"066","2021-2022","NSLDSDATABASERESULTSFLAG"
"066","2021-2022","NSLDSFRAUDLOANFLAG"
"066","2021-2022","NSLDSMATCHFLAG"
"066","2021-2022","NSLDSSEOGOVERPAYFLAG"
"067","2021-2022","NSLDSDATABASERESULTSFLAG"
"067","2021-2022","NSLDSFRAUDLOANFLAG"
"067","2021-2022","NSLDSMATCHFLAG"
"067","2021-2022","NSLDSSEOGOVERPAYFLAG"
"068","2021-2022","ALIENREGISTRATIONNUMBER"
"068","2021-2022","CITIZENSHIPSTATUS"
"069","2021-2022","DATEOFBIRTH"
"070","2021-2022","GRADUATEFLAG"
"071","2021-2022","PARENT1SSNMATCHFLAG"
"071","2021-2022","PARENT2SSNMATCHFLAG"
"071","2021-2022","PARENTSMARITALSTATUS"
"072","2021-2022","DATEOFBIRTH"
"073","2021-2022","STUDENTSNUMBEROFFAMILYMEMBERS"
"074","2021-2022","STUDENTSNUMBERINCOLLEGE"
"075","2021-2022","STUDENTMARITALSTATUS"
"076","2021-2022","SSNMATCHFLAG"
"077","2021-2022","NSLDSDATABASERESULTSFLAG"
"077","2021-2022","NSLDSMATCHFLAG"
"077","2021-2022","NSLDSSEOGOVERPAYFLAG"
"079","2021-2022","NSLDSDATABASERESULTSFLAG"
"079","2021-2022","NSLDSMATCHFLAG"
"079","2021-2022","NSLDSSEOGOVERPAYFLAG"
"080","2021-2022","STUDENTFIRSTNAME"
"080","2021-2022","STUDENTLASTNAME"
"081","2021-2022","DATEOFBIRTH"
"082","2021-2022","STUDENTFIRSTNAME"
"082","2021-2022","STUDENTLASTNAME"
"083","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"083","2021-2022","PARENTSMARITALSTATUS"
"084","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"084","2021-2022","PARENTSMARITALSTATUS"
"085","2021-2022","IRSSTUDENTAGIDATAFIELDFLAG"
"086","2021-2022","NSLDSDATABASERESULTSFLAG"
"086","2021-2022","NSLDSMATCHFLAG"
"086","2021-2022","NSLDSPERKINSOVERPAYFLAG"
"087","2021-2022","IRSSTUDENTAGIDATAFIELDFLAG"
"088","2021-2022","CITIZENSHIPSTATUS"
"089","2021-2022","PARENT1INCOMEEARNEDFROMWORK"
"089","2021-2022","PARENT2INCOMEEARNEDFROMWORK"
"089","2021-2022","PARENTSMARITALSTATUS"
"090","2021-2022","NSLDSDATABASERESULTSFLAG"
"090","2021-2022","NSLDSMATCHFLAG"
"090","2021-2022","NSLDSPERKINSOVERPAYFLAG"
"091","2021-2022","IRSSTUDENTAGIDATAFIELDFLAG"
"091","2021-2022","STUDENTSOTHERUNTAXEDINCOME"
"092","2021-2022","STUDENTSTOTALINCOME"
"093","2021-2022","DEPENDENTSTUDENTSINCOMECONTRIBUTION"
"094","2021-2022","IRSPARENTAGIDATAFIELDFLAG"
"094","2021-2022","IRSSTUDENTAGIDATAFIELDFLAG"
"095","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"096","2021-2022","PARENT1INCOMEEARNEDFROMWORK"
"096","2021-2022","PARENT2INCOMEEARNEDFROMWORK"
"097","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"098","2021-2022","STUDENTSTOTALINCOME"
"099","2021-2022","PARENTSMARITALSTATUS"
"099","2021-2022","SPOUSESINCOMEEARNEDFROMWORK"
"099","2021-2022","STUDENTSINCOMEEARNEDFROMWORK"
"100","2021-2022","NSLDSDATABASERESULTSFLAG"
"100","2021-2022","NSLDSMATCHFLAG"
"100","2021-2022","NSLDSPERKINSOVERPAYFLAG"
"101","2021-2022","NSLDSDATABASERESULTSFLAG"
"101","2021-2022","NSLDSMATCHFLAG"
"101","2021-2022","NSLDSPERKINSOVERPAYFLAG"
"102","2021-2022","NSLDSDATABASERESULTSFLAG"
"102","2021-2022","NSLDSMATCHFLAG"
"102","2021-2022","NSLDSPERKINSOVERPAYFLAG"
"105","2021-2022","ALIENREGISTRATIONNUMBER"
"105","2021-2022","CITIZENSHIPSTATUS"
"105","2021-2022","SECONDARYDHSMATCHFLAG"
"107","2021-2022","NSLDSDATABASERESULTSFLAG"
"107","2021-2022","NSLDSMATCHFLAG"
"107","2021-2022","NSLDSPERKINSOVERPAYFLAG"
"109","2021-2022","ALIENREGISTRATIONNUMBER"
"109","2021-2022","CITIZENSHIPSTATUS"
"109","2021-2022","SECONDARYDHSMATCHFLAG"
"110","2021-2022","PREPARERSSIGNATURE"
"111","2021-2022","PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"111","2021-2022","PARENTSUSINCOMETAXPAID"
"113","2021-2022","PARENTSNUMBERINCOLLEGE"
"114","2021-2022","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"114","2021-2022","STUDENTSUSINCOMETAXPAID"
"115","2021-2022","NSLDSDATABASERESULTSFLAG"
"115","2021-2022","NSLDSDISCHARGEDLOANFLAG"
"116","2021-2022","NSLDSACTIVEBANKRUPTCYFLAG"
"116","2021-2022","NSLDSDATABASERESULTSFLAG"
"119","2021-2022","DATEAPPLICATIONCOMPLETED"
"119","2021-2022","STUDENTMARITALSTATUS"
"119","2021-2022","TRANSACTIONRECEIPTDATE"
"120","2021-2022","DHSMATCHFLAG"
"121","2021-2022","PARENTSCONTRIBUTIONFROMASSETS"
"122","2021-2022","STUDENTSCONTRIBUTIONFROMASSETS"
"123","2021-2022","STUDENTSCONTRIBUTIONFROMASSETS"
"124","2021-2022","NSLDSDEFAULTEDLOANFLAG"
"124","2021-2022","NSLDSFRAUDLOANFLAG"
"126","2021-2022","PARENT1INCOMEEARNEDFROMWORK"
"126","2021-2022","PARENT2INCOMEEARNEDFROMWORK"
"126","2021-2022","PARENTSTAXRETURNFILINGSTATUS"
"126","2021-2022","STUDENTSINCOMEEARNEDFROMWORK"
"126","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"129","2021-2022","PARENT1INCOMEEARNEDFROMWORK"
"129","2021-2022","PARENT2INCOMEEARNEDFROMWORK"
"129","2021-2022","PARENTSOTHERUNTAXEDINCOME"
"130","2021-2022","SPOUSESINCOMEEARNEDFROMWORK"
"130","2021-2022","STUDENTSINCOMEEARNEDFROMWORK"
"130","2021-2022","STUDENTSOTHERUNTAXEDINCOME"
"131","2021-2022","SPOUSESINCOMEEARNEDFROMWORK"
"131","2021-2022","STUDENTSINCOMEEARNEDFROMWORK"
"131","2021-2022","STUDENTSTAXRETURNCOMPLETED"
"132","2021-2022","NSLDSDATABASERESULTSFLAG"
"132","2021-2022","NSLDSDEFAULTEDLOANFLAG"
"132","2021-2022","NSLDSMATCHFLAG"
"133","2021-2022","NSLDSDATABASERESULTSFLAG"
"133","2021-2022","NSLDSFRAUDLOANCHANGEFLAG"
"133","2021-2022","NSLDSMATCHFLAG"
"133","2021-2022","NSLDSOVERPAYSCHANGEFLAG"
"134","2021-2022","NSLDSDEFAULTEDLOANFLAG"
"134","2021-2022","NSLDSDEFAULTEDLOANFLAG"
"134","2021-2022","NSLDSOVERPAYSCHANGEFLAG"
"135","2021-2022","NSLDSLOAN1CONTACTCODE"
"135","2021-2022","NSLDSLOAN2CONTACTCODE"
"135","2021-2022","NSLDSLOAN3CONTACTCODE"
"135","2021-2022","NSLDSLOAN4CONTACTCODE"
"135","2021-2022","NSLDSLOAN5CONTACTCODE"
"135","2021-2022","NSLDSLOAN6CONTACTCODE"
"136","2021-2022","FAAFEDERALSCHOOLCODE"
"137","2021-2022","NSLDSLOAN1CONTACTCODE"
"137","2021-2022","NSLDSLOAN2CONTACTCODE"
"137","2021-2022","NSLDSLOAN3CONTACTCODE"
"137","2021-2022","NSLDSLOAN4CONTACTCODE"
"137","2021-2022","NSLDSLOAN5CONTACTCODE"
"137","2021-2022","NSLDSLOAN6CONTACTCODE"
"138","2021-2022","NSLDSDATABASERESULTSFLAG"
"138","2021-2022","NSLDSMATCHFLAG"
"140","2021-2022","SSNMATCHFLAG"
"141","2021-2022","ALIENREGISTRATIONNUMBER"
"141","2021-2022","CITIZENSHIPSTATUS"
"141","2021-2022","DHSMATCHFLAG"
"142","2021-2022","ALIENREGISTRATIONNUMBER"
"142","2021-2022","CITIZENSHIPSTATUS"
"142","2021-2022","DHSMATCHFLAG"
"143","2021-2022","DHSMATCHFLAG"
"144","2021-2022","ALIENREGISTRATIONNUMBER"
"144","2021-2022","CITIZENSHIPSTATUS"
"144","2021-2022","DHSMATCHFLAG"
"145","2021-2022","SSNMATCHFLAG"
"146","2021-2022","SSACITIZENSHIPFLAG"
"148","2021-2022","PARENTSNUMBERINCOLLEGE"
"150","2021-2022","PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH"
"150","2021-2022","PARENTSCASHSAVINGSANDCHECKING"
"150","2021-2022","PARENTSINVESTMENTNETWORTH"
"151","2021-2022","PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH"
"151","2021-2022","PARENTSCASHSAVINGSANDCHECKING"
"151","2021-2022","PARENTSINVESTMENTNETWORTH"
"152","2021-2022","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"152","2021-2022","STUDENTSUSINCOMETAXPAID"
"153","2021-2022","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"153","2021-2022","STUDENTSUSINCOMETAXPAID"
"154","2021-2022","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"154","2021-2022","STUDENTSUSINCOMETAXPAID"
"155","2021-2022","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"155","2021-2022","STUDENTSUSINCOMETAXPAID"
"156","2021-2022","PARENTSTAXRETURNFILINGSTATUS"
"157","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"161","2021-2022","VAMATCHFLAG"
"162","2021-2022","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"162","2021-2022","VAMATCHFLAG"
"162","2021-2022","VETERANOFUSARMEDFORCES"
"164","2021-2022","ASSUMEDPARENT1SSN"
"164","2021-2022","ASSUMEDPARENT2SSN"
"165","2021-2022","ORPHANWARDOFCOURTORFOSTERCARE"
"166","2021-2022","ORPHANWARDOFCOURTORFOSTERCARE"
"168","2021-2022","PARENTSMARITALSTATUS"
"168","2021-2022","PARENTSNUMBEROFFAMILYMEMBERS"
"169","2021-2022","STUDENTMARITALSTATUS"
"169","2021-2022","STUDENTSNUMBEROFFAMILYMEMBERS"
"173","2021-2022","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"173","2021-2022","VAMATCHFLAG"
"173","2021-2022","VETERANOFUSARMEDFORCES"
"175","2021-2022","STUDENTMARITALSTATUS"
"175","2021-2022","STUDENTSNUMBEROFFAMILYMEMBERS"
"176","2021-2022","STUDENTSNUMBEROFFAMILYMEMBERS"
"177","2021-2022","STUDENTSNUMBEROFFAMILYMEMBERS"
"178","2021-2022","PARENTSNUMBEROFFAMILYMEMBERS"
"179","2021-2022","STUDENTSNUMBEROFFAMILYMEMBERS"
"180","2021-2022","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"180","2021-2022","VAMATCHFLAG"
"180","2021-2022","VETERANOFUSARMEDFORCES"
"190","2021-2022","NSLDSLOAN1CONTACTCODE"
"191","2021-2022","NSLDSLOAN1CONTACTCODE"
"195","2021-2022","NSLDSLOAN1CONTACTCODE"
"196","2021-2022","NSLDSLOAN1CONTACTCODE"
"198","2021-2022","NSLDSLOAN1CONTACTCODE"
"201","2021-2022","NSLDSLOAN1CONTACTCODE"
"202","2021-2022","NSLDSLOAN1CONTACTCODE"
"203","2021-2022","NSLDSLOAN1CONTACTCODE"
"205","2021-2022","NSLDSLOAN1CONTACTCODE"
"206","2021-2022","NSLDSLOAN1CONTACTCODE"
"209","2021-2022","NSLDSLOAN1CONTACTCODE"
"210","2021-2022","NSLDSLOAN1CONTACTCODE"
"211","2021-2022","NSLDSLOAN1CONTACTCODE"
"213","2021-2022","NSLDSLOAN1CONTACTCODE"
"214","2021-2022","NSLDSLOAN1CONTACTCODE"
"215","2021-2022","NSLDSLOAN1CONTACTCODE"
"216","2021-2022","NSLDSLOAN1CONTACTCODE"
"217","2021-2022","NSLDSLOAN1CONTACTCODE"
"218","2021-2022","NSLDSLOAN1CONTACTCODE"
"220","2021-2022","NSLDSLOAN1CONTACTCODE"
"222","2021-2022","NSLDSLOAN1CONTACTCODE"
"223","2021-2022","NSLDSLOAN1CONTACTCODE"
"224","2021-2022","NSLDSLOAN1CONTACTCODE"
"226","2021-2022","NSLDSLOAN1CONTACTCODE"
"227","2021-2022","NSLDSLOAN1CONTACTCODE"
"228","2021-2022","NSLDSLOAN1CONTACTCODE"
"229","2021-2022","NSLDSLOAN1CONTACTCODE"
"231","2021-2022","NSLDSLOAN1CONTACTCODE"
"232","2021-2022","NSLDSLOAN1CONTACTCODE"
"235","2021-2022","NSLDSLOAN1CONTACTCODE"
"238","2021-2022","NSLDSLOAN1CONTACTCODE"
"239","2021-2022","NSLDSLOAN1CONTACTCODE"
"254","2021-2022","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"255","2021-2022","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"255","2021-2022","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"256","2021-2022","NSLDSGRADUATECOMBINEDLOANLIMITFLAG"
"256","2021-2022","NSLDSGRADUATESUBSIDIZEDLOANLIMITFLAG"
"257","2021-2022","NSLDSGRADUATECOMBINEDLOANLIMITFLAG"
"257","2021-2022","NSLDSGRADUATESUBSIDIZEDLOANLIMITFLAG"
"258","2021-2022","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"258","2021-2022","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"260","2021-2022","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"267","2021-2022","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"272","2021-2022","NSLDSFRAUDLOANFLAG"
"289","2021-2022","NSLDSDATABASERESULTSFLAG"
"289","2021-2022","NSLDSMATCHFLAG"
"289","2021-2022","NSLDSTEACHGRANTOVERPAYFLAG"
"290","2021-2022","NSLDSDATABASERESULTSFLAG"
"290","2021-2022","NSLDSMATCHFLAG"
"290","2021-2022","NSLDSTEACHGRANTOVERPAYFLAG"
"291","2021-2022","NSLDSDATABASERESULTSFLAG"
"291","2021-2022","NSLDSMATCHFLAG"
"291","2021-2022","NSLDSTEACHGRANTOVERPAYFLAG"
"292","2021-2022","NSLDSDATABASERESULTSFLAG"
"292","2021-2022","NSLDSMATCHFLAG"
"292","2021-2022","NSLDSTEACHGRANTOVERPAYFLAG"
"293","2021-2022","NSLDSDATABASERESULTSFLAG"
"293","2021-2022","NSLDSMATCHFLAG"
"293","2021-2022","NSLDSTEACHGRANTOVERPAYFLAG"
"294","2021-2022","NSLDSDATABASERESULTSFLAG"
"294","2021-2022","NSLDSMATCHFLAG"
"294","2021-2022","NSLDSTEACHGRANTOVERPAYFLAG"
"295","2021-2022","SPECIALCIRCUMSTANCESFLAG"
"296","2021-2022","SPECIALCIRCUMSTANCESFLAG"
"298","2021-2022","STUDENTSDODMATCHFLAG"
"299","2021-2022","SPECIALCIRCUMSTANCESFLAG"
"300","2021-2022","SPECIALCIRCUMSTANCESFLAG"
"302","2021-2022","MARITALSTATUSDATE"
"302","2021-2022","STUDENTMARITALSTATUS"
"308","2021-2022","PARENTSMARITALSTATUS"
"308","2021-2022","PARENTSMARITALSTATUSDATE"
"309","2021-2022","NSLDSDATABASERESULTSFLAG"
"309","2021-2022","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"309","2021-2022","NSLDSMATCHFLAG"
"310","2021-2022","NSLDSDATABASERESULTSFLAG"
"310","2021-2022","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"310","2021-2022","NSLDSMATCHFLAG"
"311","2021-2022","NSLDSDATABASERESULTSFLAG"
"311","2021-2022","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"311","2021-2022","NSLDSMATCHFLAG"
"312","2021-2022","NSLDSDATABASERESULTSFLAG"
"312","2021-2022","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"312","2021-2022","NSLDSMATCHFLAG"
"313","2021-2022","NSLDSDATABASERESULTSFLAG"
"313","2021-2022","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"313","2021-2022","NSLDSMATCHFLAG"
"314","2021-2022","NSLDSDATABASERESULTSFLAG"
"314","2021-2022","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"314","2021-2022","NSLDSMATCHFLAG"
"345","2021-2022","NSLDSPELLLIFETIMELIMITFLAG"
"346","2021-2022","NSLDSPELLLIFETIMELIMITFLAG"
"347","2021-2022","NSLDSPELLLIFETIMELIMITFLAG"
"348","2021-2022","NSLDSPELLLIFETIMELIMITFLAG"
"349","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"350","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"351","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"352","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"353","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"354","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"355","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"356","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"357","2021-2022","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"359","2021-2022","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"360","2021-2022","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"361","2021-2022","PARENTSTAXRETURNFILINGSTATUS"
"362","2021-2022","PARENTSTAXRETURNFILINGSTATUS"
"363","2021-2022","PARENTSTAXRETURNFILINGSTATUS"
"364","2021-2022","PARENTSTAXRETURNFILINGSTATUS"
"365","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"366","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"367","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"368","2021-2022","STUDENTSTAXRETURNFILINGSTATUS"
"369","2021-2022","PARENT1SSNMATCHFLAG"
"369","2021-2022","PARENT2SSNMATCHFLAG"
"369","2021-2022","PARENTSMARITALSTATUS"
"370","2021-2022","PARENT1SSNMATCHFLAG"
"370","2021-2022","PARENT2SSNMATCHFLAG"
"370","2021-2022","PARENTSMARITALSTATUS"
"371","2021-2022","PARENT1SSNMATCHFLAG"
"372","2021-2022","PARENT2SSNMATCHFLAG"
"373","2021-2022","PARENT1SSNMATCHFLAG"
"373","2021-2022","PARENT2SSNMATCHFLAG"
"373","2021-2022","PARENTSMARITALSTATUS"
"374","2021-2022","PARENT1SSNMATCHFLAG"
"375","2021-2022","PARENT1SSNMATCHFLAG"
"375","2021-2022","PARENT2SSNMATCHFLAG"
"375","2021-2022","PARENTSMARITALSTATUS"
"376","2021-2022","PARENT2SSNMATCHFLAG"
"377","2021-2022","PARENT1SSNMATCHFLAG"
"377","2021-2022","PARENT2SSNMATCHFLAG"
"377","2021-2022","PARENTSMARITALSTATUS"
"378","2021-2022","PARENT1SSNMATCHFLAG"
"379","2021-2022","PARENT1SSNMATCHFLAG"
"379","2021-2022","PARENT2SSNMATCHFLAG"
"379","2021-2022","PARENTSMARITALSTATUS"
"380","2021-2022","PARENT1SSNMATCHFLAG"
"380","2021-2022","PARENT2SSNMATCHFLAG"
"380","2021-2022","PARENTSMARITALSTATUS"
"381","2021-2022","PARENT1SSNMATCHFLAG"
"381","2021-2022","PARENT2SSNMATCHFLAG"
"381","2021-2022","PARENTSMARITALSTATUS"
"382","2021-2022","PARENT1SSNMATCHFLAG"
"382","2021-2022","PARENT2SSNMATCHFLAG"
"382","2021-2022","PARENTSMARITALSTATUS"
"383","2021-2022","PARENT1SSNMATCHFLAG"
"383","2021-2022","PARENT2SSNMATCHFLAG"
"383","2021-2022","PARENTSMARITALSTATUS"
"384","2021-2022","PARENT1SSNMATCHFLAG"
"384","2021-2022","PARENT2SSNMATCHFLAG"
"385","2021-2022","PARENT1SSNMATCHFLAG"
"385","2021-2022","PARENT2SSNMATCHFLAG"
"385","2021-2022","PARENTSMARITALSTATUS"
"386","2021-2022","PARENT1SSNMATCHFLAG"
"386","2021-2022","PARENT2SSNMATCHFLAG"
"386","2021-2022","PARENTSMARITALSTATUS"
"387","2021-2022","PARENT1DATEOFBIRTH"
"387","2021-2022","PARENT1LASTNAME"
"387","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"387","2021-2022","PARENT2DATEOFBIRTH"
"387","2021-2022","PARENT2LASTNAME"
"387","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"387","2021-2022","PARENTSMARITALSTATUS"
"388","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"389","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"392","2021-2022","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"392","2021-2022","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"393","2021-2022","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"393","2021-2022","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"394","2021-2022","PARENT1SOCIALSECURITYNUMBER"
"394","2021-2022","PARENT2SOCIALSECURITYNUMBER"
"403","2021-2022","PARENTSFILEDSCHEDULE1"
"403","2021-2022","PARENTSTYPEOFTAXFORMUSED"
"404","2021-2022","STUDENTFILEDSCHEDULE1"
"404","2021-2022","STUDENTSTYPEOFTAXFORMUSED"
"007","2022-2023","PARENT1SSNMATCHFLAG"
"007","2022-2023","PARENT2SSNMATCHFLAG"
"007","2022-2023","PARENTSMARITALSTATUS"
"008","2022-2023","PARENT1SSNMATCHFLAG"
"008","2022-2023","PARENT2SSNMATCHFLAG"
